nom,longitude,latitude,fonctionnel,secteur,source,image,date_creation,zone,trame_verte,batiment,limite,date_collecte,agent_collecteur,info_modifier_le,geometry
robinet 0,1.21541,6.175741,True,Campus Sud,Tde,,,Espace administratif et pédagogique 2,,,limite UL,2024-11-03 20:17:28,ACHIANGBON Ablavi Sarra ,2024-11-03 20:17:28,POINT (302533.18032091507 682962.3213709225)
robinet 1,1.214963,6.175563,True,Campus Sud,Tde,,,Espace administratif et pédagogique 2,,,limite UL,2024-11-03 20:17:28,ACHIANGBON Ablavi Sarra ,2024-11-03 20:17:28,POINT (302483.6709794479 682942.8674468199)
robinet 2,1.213834,6.17549,True,Campus Sud,Tde,,,Sciences et Technologies,,,limite UL,2024-11-03 20:17:29,Abel ,2024-11-03 20:17:29,POINT (302358.69199239806 682935.1311614142)
robinet 3,1.213846,6.17507,True,Campus Sud,Tde,,,Sciences et Technologies,,,limite UL,2024-11-03 20:17:29,Abel,2024-11-03 20:17:29,POINT (302359.8655061969 682888.6731747475)
robinet 4,1.214367,6.174339,True,Campus Sud,Tde,,,Espace administratif et pédagogique 2,,,limite UL,2024-11-03 20:17:29,ACHIANGBON Ablavi Sarra ,2024-11-03 20:17:29,POINT (302417.24104925897 682807.6365844541)
robinet 5,1.214046,6.173779,True,Campus Sud,Tde,,,Espace administratif et pédagogique 2,,,limite UL,2024-11-03 20:17:29,ACHIANGBON Ablavi Sarra ,2024-11-03 20:17:29,POINT (302381.4899221207 682745.8995887142)
robinet 6,1.213811,6.173707,True,Campus Sud,Tde,,,Espace administratif et pédagogique 2,,,limite UL,2024-11-03 20:17:29,ACHIANGBON Ablavi Sarra ,2024-11-03 20:17:29,POINT (302355.44508452766 682737.9940884195)
robinet 7,1.213652,6.174068,True,Campus Sud,Tde,,,Espace administratif et pédagogique 2,,,limite UL,2024-11-03 20:17:29,ACHIANGBON Ablavi Sarra ,2024-11-03 20:17:29,POINT (302337.9411251759 682777.9982147097)
robinet 8,1.213749,6.174058,True,Campus Sud,Tde,,,Espace administratif et pédagogique 2,,,limite UL,2024-11-03 20:17:29,ACHIANGBON Ablavi Sarra ,2024-11-03 20:17:29,POINT (302348.7478947757 682776.768625689)
robinet 9,1.212138,6.173403,True,Campus Sud,Tde,,,Espace administratif et pédagogique 2,,,limite UL,2024-11-03 20:17:29,NOUTCHET,2024-11-03 20:17:29,POINT (302170.1740089946 682704.9455588473)
robinet 10,1.210695,6.171704,True,Campus Sud,Tde,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:17:29,AMIDOU faouziatou,2024-11-03 20:17:29,POINT (302009.8568594924 682517.5572226432)
robinet 11,1.210889,6.171763,True,Campus Sud,Tde,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:17:29,AMIDOU faouziatou,2024-11-03 20:17:29,POINT (302031.27139001084 682524.0304444826)
robinet 12,1.211592,6.172944,True,Campus Sud,Forage,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:17:29,AMEKUDZI ,2024-11-03 20:17:29,POINT (302109.5277251693 682654.4448127256)
robinet 13,1.212321,6.170731,True,Campus Sud,Forage,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:17:29,AMEKUDZI ,2024-11-03 20:17:29,POINT (302189.42942688544 682409.4253038679)
robinet 14,1.213881,6.172039,False,Campus Sud,Forage,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:17:29,AMEKUDZI ,2024-11-03 20:17:29,POINT (302362.569975283 682553.4391508781)
robinet 15,1.214885,6.172281,True,Campus Sud,Forage,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:17:29,AMEKUDZI ,2024-11-03 20:17:29,POINT (302473.84044913703 682579.8372842199)
robinet 16,1.215493,6.171699,True,Campus Sud,Tde,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:17:29,Abel ,2024-11-03 20:17:29,POINT (302540.86845686164 682515.2906817477)
robinet 17,1.2144,6.169038,True,Campus Sud,Tde,,,Zone résidentielles 2,,,limite UL,2024-11-03 20:17:29,ADIKA Afi Cathérine ,2024-11-03 20:17:29,POINT (302418.9233806599 682221.3908864569)
robinet 18,1.215616,6.168345,True,Campus Sud,Tde,,,Zone résidentielles 2,,,limite UL,2024-11-03 20:17:29,ADIKA Afi Cathérine ,2024-11-03 20:17:29,POINT (302553.3140771645 682144.3336970017)
robinet 19,1.216685,6.168779,True,Campus Sud,Tde,,,Zone résidentielles 2,,,limite UL,2024-11-03 20:17:29,ADIKA Afi Cathérine,2024-11-03 20:17:29,POINT (302671.70781851036 682191.878990087)
robinet 20,1.216524,6.168821,True,Campus Sud,Tde,,,Zone résidentielles 2,,,limite UL,2024-11-03 20:17:29,ADIKA Afi Cathérine,2024-11-03 20:17:29,POINT (302653.9645602616 682196.5613021138)
robinet 21,1.216689,6.168469,True,Campus Sud,Tde,,,Zone résidentielles 2,,,limite UL,2024-11-03 20:17:29,ADIKA Afi Cathérine,2024-11-03 20:17:29,POINT (302672.124490657 682157.6147131935)
robinet 22,1.218468,6.171088,True,,Forage,,,Aires sportives 1,,,limite UL,2024-11-03 20:17:29,AWOUSSI Daniel,2024-11-03 20:17:29,POINT (302869.9971140328 682446.568156858)
robinet 23,1.218377,6.17209,True,Campus Sud,Forage,,,Aires sportives 1,,,limite UL,2024-11-03 20:17:29,AWOUSSI Daniel,2024-11-03 20:17:29,POINT (302860.2423132277 682557.5016059878)
robinet 24,1.217498,6.172596,True,Campus Sud,Forage,,,Aires sportives 1,,,limite UL,2024-11-03 20:17:29,AWOUSSI Daniel,2024-11-03 20:17:29,POINT (302763.10239321203 682613.729889266)
robinet 25,1.216208,6.173263,True,Campus Sud,Forage,,,Aires sportives 1,,,limite UL,2024-11-03 20:17:29,AWOUSSI Daniel,2024-11-03 20:17:29,POINT (302620.6175829779 682687.9583427163)
robinet 26,1.215775,6.174004,False,Campus Sud,Tde,,,Espace administratif et pédagogique 2,,,limite UL,2024-11-03 20:17:29,ACHIANGBON Ablavi Sarra ,2024-11-03 20:17:29,POINT (302572.9693110268 682770.1078105938)
robinet 27,1.213805,6.175636,True,Campus Sud,Tde,,,Sciences et Technologies,,,limite UL,2024-11-03 20:17:29,Abel ,2024-11-03 20:17:29,POINT (302355.54424853105 682951.3618749094)
robinet 28,1.214627,6.17387,True,Campus Sud,Tde,,,Espace administratif et pédagogique 2,,,limite UL,2024-11-03 20:17:30,ACHIANGBON Ablavi Sarra ,2024-11-03 20:17:30,POINT (302445.81905348063 682755.6520068311)
robinet 29,1.213285,6.173687,True,Campus Sud,Tde,,,Espace administratif et pédagogique 2,,,limite UL,2024-11-03 20:17:30,ACHIANGBON Ablavi Sarra ,2024-11-03 20:17:30,POINT (302297.1810253571 682735.989745969)
robinet 30,1.213231,6.173614,True,Campus Sud,Tde,,,Espace administratif et pédagogique 2,,,limite UL,2024-11-03 20:17:30,ACHIANGBON Ablavi Sarra ,2024-11-03 20:17:30,POINT (302291.1801351515 682727.9252361037)
robinet 31,1.210492,6.172513,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:17:30,AMIDOU faouziatou,2024-11-03 20:17:30,POINT (301987.66037931293 682607.160184185)
robinet 32,1.210869,6.172408,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:17:30,Sanou Gbati,2024-11-03 20:17:30,POINT (302029.3194497798 682595.4020213174)
robinet 33,1.211033,6.172492,True,Campus Sud,Tde,,,Sciences Agronomiques,,,limite UL,2024-11-03 20:17:30,Sanou Gbati,2024-11-03 20:17:30,POINT (302047.46666398854 682604.582572319)
robinet 34,1.211894,6.172737,True,Campus Sud,Forage,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:17:30,AMEKUDZI ,2024-11-03 20:17:30,POINT (302142.91035459255 682631.4048571493)
robinet 35,1.211559,6.172728,False,Campus Sud,Forage,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:17:30,AMEKUDZI ,2024-11-03 20:17:30,POINT (302105.8278207823 682630.4996894391)
robinet 36,1.211433,6.171511,True,Campus Sud,Forage,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:17:30,AMIDOU faouziatou,2024-11-03 20:17:30,POINT (302091.41719709674 682495.9558099695)
robinet 37,1.211439,6.171643,True,Campus Sud,Tde,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:17:30,AMIDOU faouziatou,2024-11-03 20:17:30,POINT (302092.13391784695 682510.6318525659)
robinet 38,1.211419,6.171645,True,Campus Sud,Tde,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:17:30,AMIDOU faouziatou,2024-11-03 20:17:30,POINT (302089.95506663504 682510.8128046753)
robinet 39,1.212126,6.171474,False,Campus Sud,Forage,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:17:30,AMEKUDZI ,2024-11-03 20:17:30,POINT (302168.1652956104 682491.6481495699)
robinet 40,1.213015,6.172572,True,Campus Sud,Forage,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:17:30,AMEKUDZI ,2024-11-03 20:17:30,POINT (302266.8839452199 682612.7347912589)
robinet 41,1.215688,6.171065,True,Campus Sud,Tde,,,"Sciences Juridiques, Lettres et Arts 1",,,limite UL,2024-11-03 20:17:30,Abel,2024-11-03 20:17:30,POINT (302562.226475048 682445.1007417769)
robinet 42,1.216027,6.167858,True,Campus Sud,Tde,,,Zone résidentielles 2,,,limite UL,2024-11-03 20:17:30,ADIKA Afi Cathérine ,2024-11-03 20:17:30,POINT (302598.5321046336 682090.2254785285)
robinet 43,1.217418,6.169223,True,,,,,Aires sportives 1,,,limite UL,2024-11-03 20:17:30,AWOUSSI Daniel,2024-11-03 20:17:30,POINT (302753.0283691513 682240.7594813457)
robinet 44,1.217404,6.169132,True,Campus Sud,Tde,,,Zone résidentielles 2,,,limite UL,2024-11-03 20:17:30,ADIKA Afi Cathérine ,2024-11-03 20:17:30,POINT (302751.46166470816 682230.6937821201)
robinet 45,1.218472,6.172242,True,Campus Sud,Forage,,,Grandes aires de stationnement 2,,,limite UL,2024-11-03 20:17:30,ALFA-GANI Cissé Bilal ,2024-11-03 20:17:30,POINT (302870.87648966815 682574.2130182501)
robinet 46,1.2174,6.172765,True,Campus Sud,Forage,,,Aires sportives 1,,,limite UL,2024-11-03 20:17:30,AWOUSSI Daniel,2024-11-03 20:17:30,POINT (302752.3641035719 682632.4511447506)
robinet 47,1.216221,6.173335,True,Campus Sud,Tde,,,Aires sportives 1,,,limite UL,2024-11-03 20:17:30,AWOUSSI Daniel ,2024-11-03 20:17:30,POINT (302622.08438148967 682695.9451572725)
robinet 48,1.215661,6.173636,True,Campus Sud,Tde,,,Espace administratif et pédagogique 2,,,limite UL,2024-11-03 20:17:30,ACHIANGBON Ablavi Sarra ,2024-11-03 20:17:30,POINT (302560.170461755 682729.4676341701)
robinet 49,1.215723,6.176134,True,Campus Sud,Tde,,,Sciences et Technologies,,,limite UL,2024-11-03 20:17:30,Abel ,2024-11-03 20:17:30,POINT (302568.0293266643 683005.6326455906)
robinet 50,1.215434,6.176113,True,Campus Sud,Tde,,,Sciences et Technologies,,,limite UL,2024-11-03 20:17:30,Abel ,2024-11-03 20:17:30,POINT (302536.0124533838 683003.4915231739)
robinet 51,1.21506,6.176482,True,Campus Sud,Tde,,,Sciences et Technologies,,,limite UL,2024-11-03 20:17:30,Abel ,2024-11-03 20:17:30,POINT (302494.7017320324 683044.4424836712)
robinet 52,1.215104,6.175882,True,Campus Sud,Tde,,,Espace administratif et pédagogique 2,,,limite UL,2024-11-03 20:17:30,ACHIANGBON Ablavi Sarra ,2024-11-03 20:17:30,POINT (302499.38243899215 682978.0044985401)
robinet 53,1.214962,6.175912,True,Campus Sud,Tde,,,Espace administratif et pédagogique 2,,,limite UL,2024-11-03 20:17:30,ACHIANGBON Ablavi Sarra ,2024-11-03 20:17:30,POINT (302483.7251156799 682981.4644827573)
robinet 54,1.212559,6.175179,True,Campus Sud,Tde,,,Sciences et Technologies,,,limite UL,2024-11-03 20:17:30,Abel,2024-11-03 20:17:30,POINT (302217.46032626997 682901.261412047)
robinet 55,1.211958,6.17587,True,Campus Sud,Tde,,,Sciences et Technologies,,,limite UL,2024-11-03 20:17:30,Abel ,2024-11-03 20:17:30,POINT (302151.1387391635 682977.831471964)
robinet 56,1.211968,6.176622,True,Campus Sud,Forage,,,Sciences et Technologies,,,limite UL,2024-11-03 20:17:30,Abel ,2024-11-03 20:17:30,POINT (302152.54408216523 683061.0953079073)
robinet 57,1.213116,6.177283,True,Campus Sud,Tde,,,Sciences et Technologies,,,limite UL,2024-11-03 20:17:31,Abel ,2024-11-03 20:17:31,POINT (302279.8904608775 683133.7579759028)
robinet 58,1.212574,6.17742,True,Campus Sud,Tde,,,Sciences et Technologies,,,limite UL,2024-11-03 20:17:31,Abel,2024-11-03 20:17:31,POINT (302219.87533167016 683149.1168048705)
robinet 59,1.212417,6.178079,True,Campus Nord,Forage,,,Sciences de la Santé,,,limite UL,2024-11-03 20:17:31,AMEKUDZI ,2024-11-03 20:17:31,POINT (302202.79437335697 683222.044369289)
robinet 60,1.212767,6.179138,True,Campus Nord,Forage,,,Sciences de la Santé,,,limite UL,2024-11-03 20:17:31,AMEKUDZI ,2024-11-03 20:17:31,POINT (302241.9330626071 683338.9566883247)
robinet 61,1.212945,6.180089,True,Campus Nord,Forage,,,Sciences de la Santé,,,limite UL,2024-11-03 20:17:31,AMEKUDZI ,2024-11-03 20:17:31,POINT (302261.9830227726 683444.1246591394)
robinet 62,1.213659,6.180788,False,Campus Nord,Forage,,,Sciences de la Santé,,,limite UL,2024-11-03 20:17:31,AMEKUDZI ,2024-11-03 20:17:31,POINT (302341.2334543796 683521.213392669)
robinet 63,1.214178,6.180777,True,Campus Sud,Tde,,,Zone résidentielles 2,,,limite UL,2024-11-03 20:17:31,GOMADO koffi Eustache ,2024-11-03 20:17:31,POINT (302398.7012731056 683519.7032411583)
robinet 64,1.213615,6.182003,True,Campus Sud,Tde,,,Zone résidentielles 2,,,limite UL,2024-11-03 20:17:31,GOMADO koffi Eustache ,2024-11-03 20:17:31,POINT (302336.8706804296 683655.503884649)
robinet 65,1.213697,6.181974,True,Campus Sud,Tde,,,Zone résidentielles 2,,,limite UL,2024-11-03 20:17:31,GOMADO koffi Eustache ,2024-11-03 20:17:31,POINT (302345.9505445566 683652.2870895503)
robinet 66,1.21392,6.182278,True,Campus Sud,Tde,,,Zone résidentielles 2,,,limite UL,2024-11-03 20:17:31,GOMADO koffi Eustache ,2024-11-03 20:17:31,POINT (302370.7375491257 683685.8806370853)
robinet 67,1.213594,6.182227,True,Campus Nord,Forage,,,Espace administratif et pédagogique 1,,,limite UL,2024-11-03 20:17:31,NUTSUDZA Blessing,2024-11-03 20:17:31,POINT (302334.61426108086 683680.3615085664)
robinet 68,1.211189,6.182401,True,Campus Nord,Tde,,,Sciences de l'Homme et de la Société,,,limite UL,2024-11-03 20:17:31,KOUGBALI,2024-11-03 20:17:31,POINT (302068.4279309212 683700.4237653824)
robinet 69,1.21078,6.182796,True,Campus Nord,Tde,,,Sciences de l'Homme et de la Société,,,limite UL,2024-11-03 20:17:31,KOUGBALI,2024-11-03 20:17:31,POINT (302023.3271167325 683744.3520569153)
robinet 70,1.210093,6.184224,True,Campus Nord,Tde,,,Sciences de l'Homme et de la Société,,,limite UL,2024-11-03 20:17:31,SOTOWOU Honorine ,2024-11-03 20:17:31,POINT (301947.8057604688 683902.502552825)
robinet 71,1.208721,6.183586,True,Campus Nord,Tde,,,Sciences de l'Homme et de la Société,,,limite UL,2024-11-03 20:17:31,SOTOWOU Honorine ,2024-11-03 20:17:31,POINT (301795.68846205075 683832.4426886257)
robinet 72,1.208632,6.18367,True,Campus Nord,Tde,,,Sciences de l'Homme et de la Société,,,limite UL,2024-11-03 20:17:31,SOTOWOU Honorine ,2024-11-03 20:17:31,POINT (301785.9451819439 683841.7712171491)
robinet 73,1.207937,6.183768,True,Campus Nord,Tde,,,Sciences de l'Homme et de la Société,,,limite UL,2024-11-03 20:17:31,SOTOWOU Honorine ,2024-11-03 20:17:31,POINT (301709.0458139464 683852.9197503689)
robinet 74,1.209439,6.18705,True,Campus Nord,Tde,,,Espace administratif,,,limite UL,2024-11-03 20:17:31,AZONDJAGNI Yao Divin ,2024-11-03 20:17:31,POINT (301876.5260852972 684215.3148305197)
robinet 75,1.209716,6.187563,True,Campus Nord,Tde,,,Espace administratif,,,limite UL,2024-11-03 20:17:31,AZONDJAGNI Yao Divin ,2024-11-03 20:17:31,POINT (301907.3975056206 684271.8631778787)
robinet 76,1.210855,6.18682,True,Campus Nord,Tde,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-03 20:17:31,AZOTI Croix ,2024-11-03 20:17:31,POINT (302033.1637937488 684189.352148281)
robinet 77,1.210911,6.186022,True,Campus Nord,Tde,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-03 20:17:31,AZOTI Croix ,2024-11-03 20:17:31,POINT (302039.0282071036 684100.9862530195)
robinet 78,1.210244,6.186531,True,Campus Nord,Tde,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-03 20:17:32,AZOTI Croix ,2024-11-03 20:17:32,POINT (301965.46245438384 684157.6351892267)
robinet 79,1.210566,6.185769,True,Campus Nord,Tde,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-03 20:17:32,AZOTI Croix ,2024-11-03 20:17:32,POINT (302000.82019241253 684073.2399445485)
robinet 80,1.211016,6.185209,True,Campus Nord,Tde,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-03 20:17:32,AZOTI Croix ,2024-11-03 20:17:32,POINT (302050.3497644403 684011.0580645541)
robinet 81,1.211854,6.185718,True,Campus Nord,Tde,,,Espace administratif et pédagogique 1,,,limite UL,2024-11-03 20:17:32,NUTSUDZA Blessing,2024-11-03 20:17:32,POINT (302143.35935088544 684067.0910656607)
robinet 82,1.211599,6.185715,True,Campus Nord,Tde,,,Espace administratif et pédagogique 1,,,limite UL,2024-11-03 20:17:32,NUTSUDZA Blessing,2024-11-03 20:17:32,POINT (302115.120356457 684066.8332616389)
robinet 83,1.214447,6.17655,True,Campus Sud,Forage,,,Sciences et Technologies,,,limite UL,2024-11-03 20:17:32,Abel,2024-11-03 20:17:32,POINT (302426.9480396252 683052.116187086)
robinet 84,1.211658,6.185497,True,Campus Nord,Tde,,,Espace administratif et pédagogique 1,,,limite UL,2024-11-03 20:17:32,NUTSUDZA Blessing,2024-11-03 20:17:32,POINT (302121.528605393 684042.6816143931)
robinet 85,1.21229,6.185309,True,Campus Nord,Tde,,,Espace administratif et pédagogique 1,,,limite UL,2024-11-03 20:17:32,NUTSUDZA Blessing,2024-11-03 20:17:32,POINT (302191.4709136819 684021.6220259321)
robinet 86,1.211763,6.185275,True,Campus Nord,Tde,,,Espace administratif et pédagogique 1,,,limite UL,2024-11-03 20:17:32,NUTSUDZA Blessing,2024-11-03 20:17:32,POINT (302133.12643649825 684018.0579580063)
robinet 87,1.211709,6.185141,True,Campus Nord,Tde,,,Espace administratif et pédagogique 1,,,limite UL,2024-11-03 20:17:32,NUTSUDZA Blessing,2024-11-03 20:17:32,POINT (302127.0022178842 684003.2585410435)
robinet 88,1.212034,6.185406,True,Campus Nord,Tde,,,Espace administratif et pédagogique 1,,,limite UL,2024-11-03 20:17:32,NUTSUDZA Blessing,2024-11-03 20:17:32,POINT (302163.1375923157 684032.4850514903)
robinet 89,1.212357,6.184544,True,Campus Nord,Forage,,,Espace administratif et pédagogique 1,,,limite UL,2024-11-03 20:17:32,NUTSUDZA Blessing,2024-11-03 20:17:32,POINT (302198.55049682606 683937.0622104958)
robinet 90,1.213467,6.175486,True,Campus Sud,Tde,,,Sciences et Technologies,,,limite UL,2024-11-03 20:17:32,Abel ,2024-11-03 20:17:32,POINT (302318.0975563993 682934.8813729255)
robinet 91,1.214006,6.175909,True,Campus Sud,Forage,,,Sciences et Technologies,,,limite UL,2024-11-03 20:17:32,Abel ,2024-11-03 20:17:32,POINT (302377.83261906775 682981.4811856251)
robinet 92,1.214254,6.175915,True,Campus Sud,Tde,,,Sciences et Technologies,,,limite UL,2024-11-03 20:17:32,Abel ,2024-11-03 20:17:32,POINT (302405.2605807327 682982.0173735034)
robinet 93,1.210775,6.186713,False,Campus Nord,Tde,,,Sciences Economiques et de Gestion,,,limite UL,2024-11-03 20:17:32,AZOTI Croix ,2024-11-03 20:17:32,POINT (302024.2537288494 684177.5508225315)
robinet 94,1.213989,6.179573,True,Campus Sud,Tde,,,Zone marchande 2,,,limite UL,2024-11-03 20:17:32,,2024-11-03 20:17:32,POINT (302377.2984568433 683386.6848827869)
robinet 95,1.212303,6.17813,True,Campus Nord,Forage,,,Sciences de la Santé,,,limite UL,2024-11-03 20:17:32,AMEKUDZI,2024-11-03 20:17:32,POINT (302190.1836299723 683227.6678981918)
robinet 96,1.212694,6.179214,True,Campus Nord,Forage,,,Sciences de la Santé,,,limite UL,2024-11-03 20:17:32,AMEKUDZI,2024-11-03 20:17:32,POINT (302233.8605457023 683347.3913906951)
robinet 97,1.212503,6.178966,True,Campus Nord,Forage,,,Sciences de la Santé,,,limite UL,2024-11-03 20:17:32,AMEKUDZI,2024-11-03 20:17:32,POINT (302212.6787876988 683320.06410512)
robinet 98,1.211562,6.178622,True,Campus Nord,Forage,,,Sciences de la Santé,,,limite UL,2024-11-03 20:17:33,AMEKUDZI ,2024-11-03 20:17:33,POINT (302108.3555017822 683282.429265539)
robinet 99,1.212449,6.179588,True,Campus Nord,Forage,,,Sciences de la Santé,,,limite UL,2024-11-03 20:17:33,AMEKUDZI ,2024-11-03 20:17:33,POINT (302206.92782577296 683388.8960429255)
robinet 100,1.212449,6.179588,True,Campus Nord,Forage,,,Sciences de la Santé,,,limite UL,2024-11-03 20:17:33,AMEKUDZI ,2024-11-03 20:17:33,POINT (302206.92782577296 683388.8960429255)
robinet 101,1.212476,6.179461,True,Campus Nord,Forage,,,Sciences de la Santé,,,limite UL,2024-11-03 20:17:33,AMEKUDZI ,2024-11-03 20:17:33,POINT (302209.8393177078 683374.8552524999)
robinet 102,1.212563,6.179411,False,Campus Nord,Forage,,,Sciences de la Santé,,,limite UL,2024-11-03 20:17:33,AMEKUDZI ,2024-11-03 20:17:33,POINT (302219.39181322156 683369.3175298083)
robinet 103,1.21214,6.180139,True,Campus Nord,Forage,,,Sciences de la Santé,,,limite UL,2024-11-03 20:17:33,AMEKUDZI ,2024-11-03 20:17:33,POINT (302172.9382734631 683449.9888381587)
robinet 104,1.212284,6.179959,True,Campus Nord,Forage,,,Sciences de la Santé,,,limite UL,2024-11-03 20:17:33,AMEKUDZI 3e,2024-11-03 20:17:33,POINT (302188.71150958166 683429.9707380168)
robinet 105,1.212809,6.180253,False,Campus Nord,Forage,,,Sciences de la Santé,,,limite UL,2024-11-03 20:17:33,AMEKUDZI ,2024-11-03 20:17:33,POINT (302246.99252045905 683462.2889306046)
robinet 106,1.212374,6.180743,True,Campus Nord,Forage,,,Sciences de la Santé,,,limite UL,2024-11-03 20:17:33,AMEKUDZI ,2024-11-03 20:17:33,POINT (302199.0685610329 683516.6994677155)
robinet 107,1.208317,6.184763,True,Campus Nord,Forage,,,Zone résidentielles 1,,,limite UL,2024-11-03 20:17:33,DAYOU Koffi,2024-11-03 20:17:33,POINT (301751.44466023013 683962.8220773693)
robinet 108,1.208441,6.184734,True,Campus Nord,Forage,,,Zone résidentielles 1,,,limite UL,2024-11-03 20:17:33,DAYOU Koffi ,2024-11-03 20:17:33,POINT (301765.15018849925 683959.5308840651)
robinet 109,1.208428,6.184702,True,Campus Nord,Forage,,,Zone résidentielles 1,,,limite UL,2024-11-03 20:17:33,DAYOU Koffi ,2024-11-03 20:17:33,POINT (301763.6834247691 683955.9451588601)
robinet 110,1.208398,6.1847,True,Campus Nord,Forage,,,Zone résidentielles 1,,,limite UL,2024-11-03 20:17:33,DAYOU Koffi ,2024-11-03 20:17:33,POINT (301760.40282272577 683955.8192527174)
robinet 111,1.208341,6.184742,True,Campus Nord,Forage,,,Zone résidentielles 1,,,limite UL,2024-11-03 20:17:33,DAYOU Koffi ,2024-11-03 20:17:33,POINT (301754.06791329547 683960.4222694495)
